展示名称,ID,创建人,创建时间,更新人,更新时间,专业名称,专业代码,专业 ID,学门,专业大类,级别,父级分类,生效状态
非物质文化遗产保护,1785684800434204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,非物质文化遗产保护,130103T,2646,艺术学,艺术学理论类,专业,艺术学理论类,生效中
消防政治工作,1785684800433244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,消防政治工作,030622TK,2647,法学,公安学类,专业,公安学类,生效中
纪检监察,1785684800433276,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,纪检监察,030108TK,,法学,法学类,专业,法学类,生效中
铁路警务,1785684800428220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,铁路警务,030623TK,,法学,公安学类,专业,公安学类,生效中
社会政策,1785684800436268,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,社会政策,030307T,,法学,社会学类,专业,社会学类,生效中
光电信息材料与器件,1785684800428188,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,光电信息材料与器件,080418T,,工学,材料类,专业,材料类,生效中
智慧能源工程,1785684800434220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧能源工程,080608TK,,工学,电气类,专业,电气类,生效中
智能测控工程,1785684800435244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能测控工程,080720T,,工学,电子信息类,专业,电子信息类,生效中
智能地球探测,1785684800428204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能地球探测,081406T,,工学,地质类,专业,地质类,生效中
资源环境大数据工程,1785684796760148,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,资源环境大数据工程,081407T,,工学,地质类,专业,地质类,生效中
智慧海洋技术,1785684800428172,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧海洋技术,081905T,,工学,海洋工程类,专业,海洋工程类,生效中
空天智能电推进技术,1785684800430268,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,空天智能电推进技术,082011T,,工学,航空航天类,专业,航空航天类,生效中
智慧交通,1785684800436236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧交通,081811T,,工学,交通运输类,专业,交通运输类,生效中
智能运输工程,1785684800432252,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能运输工程,081812T,,工学,交通运输类,专业,交通运输类,生效中
增材制造工程,1785684800435228,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,增材制造工程,080217T,,工学,机械类,专业,机械类,生效中
智能交互设计,1785684800436284,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能交互设计,080218T,,工学,机械类,专业,机械类,生效中
应急装备技术与工程,1785684800432220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,应急装备技术与工程,080219T,,工学,机械类,专业,机械类,生效中
碳储科学与工程,1785684800432204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,碳储科学与工程,081508TK,,工学,矿业类,专业,矿业类,生效中
木结构建筑与材料,1785684800431180,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,木结构建筑与材料,082405T,,工学,林业工程类,专业,林业工程类,生效中
氢能科学与工程,1785684800429244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,氢能科学与工程,080506TK,,工学,能源动力类,专业,能源动力类,生效中
可持续能源,1785684800434188,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,可持续能源,080507TK,,工学,能源动力类,专业,能源动力类,生效中
生物质能源与材料,1785684796760132,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物质能源与材料,081706TK,,工学,轻工类,专业,轻工类,生效中
智慧水利,1785684796761172,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧水利,081106T,,工学,水利类,专业,水利类,生效中
城市水系统工程,1785684800433260,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,城市水系统工程,081011T,,工学,土木类,专业,土木类,生效中
智能建造与智慧交通,1785684800429260,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能建造与智慧交通,081012T,,工学,土木类,专业,土木类,生效中
智能工程与创意设计,1785684800438316,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能工程与创意设计,080808T,,工学,自动化类,专业,自动化类,生效中
慈善管理,1785684800430220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,慈善管理,120418T,,管理学,公共管理类,专业,公共管理类,生效中
创业管理,1785684796761204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,创业管理,120216T,,管理学,工商管理类,专业,工商管理类,生效中
海关稽查,1785684796743812,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海关稽查,120217TK,,管理学,工商管理类,专业,工商管理类,生效中
劳动教育,1785684796744868,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,劳动教育,040114TK,,教育学,教育学类,专业,教育学类,生效中
国际税收,1785684796744836,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,国际税收,020203TK,,经济学,财政学类,专业,财政学类,生效中
国际经济发展合作,1785684796742820,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,国际经济发展合作,020403T,,经济学,经济与贸易类,专业,经济与贸易类,生效中
科学史,1785684796743828,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,科学史,060109T,,历史学,历史学类,专业,历史学类,生效中
行星科学,1785684796745860,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,行星科学,070804TK,,理学,地球物理学类,专业,地球物理学类,生效中
化学测量学与技术,1785684796746900,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,化学测量学与技术,070306T,,理学,化学类,专业,化学类,生效中
兽医公共卫生,1785684796744852,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,兽医公共卫生,090406TK,,农学,动物医学类,专业,动物医学类,生效中
智慧林业,1785684796746916,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智慧林业,090505T,,农学,林学类,专业,林学类,生效中
生物农药科学与工程,1785684796746884,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物农药科学与工程,090115T,,农学,植物生产类,专业,植物生产类,生效中
生物育种科学,1785684796743844,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物育种科学,090116TK,,农学,植物生产类,专业,植物生产类,生效中
土地科学与技术,1785684796742788,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,土地科学与技术,090205T,,农学,自然保护与环境生态类,专业,自然保护与环境生态类,生效中
湿地保护与恢复,1785684796744884,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,湿地保护与恢复,090206T,,农学,自然保护与环境生态类,专业,自然保护与环境生态类,生效中
纤维艺术,1785684796747908,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,纤维艺术,130411T,,艺术学,美术学类,专业,美术学类,生效中
科技艺术,1785684796742836,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,科技艺术,130412TK,,艺术学,美术学类,专业,美术学类,生效中
美术教育,1785684796745892,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,美术教育,130413TK,,艺术学,美术学类,专业,美术学类,生效中
珠宝首饰设计与工艺,1785684796742804,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,珠宝首饰设计与工艺,130513TK,,艺术学,设计学类,专业,设计学类,生效中
曲艺,1785684796745876,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,曲艺,130314TK,,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
音乐剧,1785684796743860,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,音乐剧,130315TK,,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
音乐教育,1785684796746932,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,音乐教育,130212T,,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
智能影像工程,1785684796745908,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能影像工程,101013T,,医学,医学技术类,专业,医学技术类,生效中
