展示名称,ID,创建人,创建时间,更新人,更新时间,专业名称,专业代码,专业 ID,学门,专业大类,级别,父级分类,生效状态
木材科学与工程,1785684749478956,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,木材科学与工程,82402,607,工学,林业工程类,专业,林业工程类,生效中
植物保护,1785684749477932,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,植物保护,90103,620,农学,植物生产类,专业,植物生产类,生效中
能源化学工程,1785684749473804,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,能源化学工程,081304T,624,工学,化工与制药类,专业,化工与制药类,生效中
人力资源管理,1785684749472780,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,人力资源管理,120206,625,管理学,工商管理类,专业,工商管理类,生效中
意大利语,1785684749476892,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,意大利语,50238,627,文学,外国语言文学类,专业,外国语言文学类,生效中
食品质量与安全,1785684749485100,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,食品质量与安全,82702,633,工学,食品科学与工程类,专业,食品科学与工程类,生效中
音乐表演,1785684749484092,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,音乐表演,130201,635,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
城市地下空间工程,1785684749484060,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,城市地下空间工程,081005T,636,工学,土木类,专业,土木类,生效中
劳动关系,1785684749483020,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,劳动关系,120211T,637,管理学,工商管理类,专业,工商管理类,生效中
舞蹈编导,1785684749488140,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,舞蹈编导,130206,638,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
捷克语,1785684749488172,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,捷克语,50229,640,文学,外国语言文学类,专业,外国语言文学类,生效中
应用电子技术教育,1785684749472796,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,应用电子技术教育,080716T,642,工学,电子信息类,专业,电子信息类,生效中
核工程与核技术,1785684749473820,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,核工程与核技术,82201,643,工学,核工程类,专业,核工程类,生效中
边防指挥,1785684749473852,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,边防指挥,030607TK,658,法学,公安学类,专业,公安学类,生效中
轮机工程,1785684749481004,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,轮机工程,081804K,659,工学,交通运输类,专业,交通运输类,生效中
安全工程,1785684749476924,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,安全工程,82901,660,工学,安全科学与工程类,专业,安全科学与工程类,生效中
焊接技术与工程,1785684749478972,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,焊接技术与工程,080411T,661,工学,材料类,专业,材料类,生效中
尼泊尔语,1785684749485068,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,尼泊尔语,50243,664,文学,外国语言文学类,专业,外国语言文学类,生效中
商务英语,1785684749475900,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,商务英语,50262,671,文学,外国语言文学类,专业,外国语言文学类,生效中
信息工程,1785684749491244,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,信息工程,80706,673,工学,电子信息类,专业,电子信息类,生效中
微机电系统工程,1785684749492236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,微机电系统工程,080210T,676,工学,机械类,专业,机械类,生效中
运动人体科学,1785684749479980,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,运动人体科学,40205,679,教育学,体育学类,专业,体育学类,生效中
哲学,1785684749479948,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,哲学,10101,681,哲学,哲学类,专业,哲学类,生效中
文物与博物馆学,1785684749477916,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,文物与博物馆学,60104,682,历史学,历史学类,专业,历史学类,生效中
水声工程,1785684749477900,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,水声工程,080708T,683,工学,电子信息类,专业,电子信息类,生效中
生物科学,1785684749489180,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物科学,71001,688,理学,生物科学类,专业,生物科学类,生效中
武器系统与工程,1785684749476908,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,武器系统与工程,82101,692,工学,兵器类,专业,兵器类,生效中
临床医学,1785684749479964,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,临床医学,100201K,694,医学,临床医学类,专业,临床医学类,生效中
智能电网信息工程,1785684749491212,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能电网信息工程,080602T,698,工学,电气类,专业,电气类,生效中
科学教育,1785684749479996,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,科学教育,40102,701,教育学,教育学类,专业,教育学类,生效中
粮食工程,1785684749489196,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,粮食工程,82703,705,工学,食品科学与工程类,专业,食品科学与工程类,生效中
宝石及材料工艺学,1785684749482012,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,宝石及材料工艺学,080410T,707,工学,材料类,专业,材料类,生效中
森林保护,1785684749490188,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,森林保护,90503,710,农学,林学类,专业,林学类,生效中
爱沙尼亚语,1785684749475868,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,爱沙尼亚语,50255,712,文学,外国语言文学类,专业,外国语言文学类,生效中
纳米材料与技术,1785684749481996,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,纳米材料与技术,080413T,713,工学,材料类,专业,材料类,生效中
救助与打捞工程,1785684749490204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,救助与打捞工程,081807T,714,工学,交通运输类,专业,交通运输类,生效中
戏剧学,1785684749487148,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,戏剧学,130302,716,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
机械工艺技术,1785684749472828,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,机械工艺技术,080209T,718,工学,机械类,专业,机械类,生效中
探测制导与控制技术,1785684749483068,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,探测制导与控制技术,82103,720,工学,兵器类,专业,兵器类,生效中
社会学,1785684749473836,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,社会学,30301,723,法学,社会学类,专业,社会学类,生效中
信息管理与信息系统,1785684749476876,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,信息管理与信息系统,120102,728,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
数理基础科学,1785684749478924,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数理基础科学,070103T,730,理学,数学类,专业,数学类,生效中
设施农业科学与工程,1785684749471804,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,设施农业科学与工程,90106,731,农学,植物生产类,专业,植物生产类,生效中
药物制剂,1785684749480972,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,药物制剂,100702,736,医学,药学类,专业,药学类,生效中
家政学,1785684749487116,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,家政学,030305T,744,法学,社会学类,专业,社会学类,生效中
农业资源与环境,1785684749492268,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,农业资源与环境,90201,751,农学,自然保护与环境生态类,专业,自然保护与环境生态类,生效中
农业建筑环境与能源工程,1785684749483036,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,农业建筑环境与能源工程,82304,753,工学,农业工程类,专业,农业工程类,生效中
精神医学,1785684749475884,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,精神医学,100205TK,756,医学,临床医学类,专业,临床医学类,生效中
图书馆学,1785684750101540,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,图书馆学,120501,757,管理学,图书情报与档案管理类,专业,图书情报与档案管理类,生效中
档案学,1785684750106676,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,档案学,120502,758,管理学,图书情报与档案管理类,专业,图书情报与档案管理类,生效中
中医学,1785684750105620,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中医学,100501K,760,医学,中医学类,专业,中医学类,生效中
非织造材料与工程,1785684750209124,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,非织造材料与工程,081603T,763,工学,纺织类,专业,纺织类,生效中
园林,1785684750211204,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,园林,90502,765,农学,林学类,专业,林学类,生效中
科学社会主义,1785684750211252,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,科学社会主义,30501,767,法学,马克思主义理论类,专业,马克思主义理论类,生效中
应用生物科学,1785684750210148,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,应用生物科学,090109T,772,农学,植物生产类,专业,植物生产类,生效中
梵语巴利语,1785684750109732,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,梵语巴利语,50211,773,文学,外国语言文学类,专业,外国语言文学类,生效中
爱尔兰语,1785684750209156,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,爱尔兰语,50251,776,文学,外国语言文学类,专业,外国语言文学类,生效中
豪萨语,1785684750106628,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,豪萨语,50224,780,文学,外国语言文学类,专业,外国语言文学类,生效中
雕塑,1785684750104612,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,雕塑,130403,786,艺术学,美术学类,专业,美术学类,生效中
质量管理工程,1785684750212164,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,质量管理工程,120703T,788,管理学,工业工程类,专业,工业工程类,生效中
环境科学与工程,1785684750107652,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,环境科学与工程,82501,790,工学,环境科学与工程类,专业,环境科学与工程类,生效中
工业设计,1785684750101556,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,工业设计,80205,791,工学,机械类,专业,机械类,生效中
林学,1785684750105636,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,林学,90501,793,农学,林学类,专业,林学类,生效中
拉脱维亚语,1785684750109700,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,拉脱维亚语,50252,794,文学,外国语言文学类,专业,外国语言文学类,生效中
药学,1785684750107668,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,药学,100701,800,医学,药学类,专业,药学类,生效中
药事管理,1785684750107684,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,药事管理,100704T,801,医学,药学类,专业,药学类,生效中
风景园林,1785684750101524,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,风景园林,82803,803,工学,建筑类,专业,建筑类,生效中
车辆工程,1785684750105652,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,车辆工程,80207,808,工学,机械类,专业,机械类,生效中
空间信息与数字技术,1785684750102564,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,空间信息与数字技术,080908T,809,工学,计算机类,专业,计算机类,生效中
影视摄影与制作,1785684750100516,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,影视摄影与制作,130311T,810,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
石油工程,1785684750211220,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,石油工程,81502,811,工学,矿业类,专业,矿业类,生效中
粉体材料科学与工程,1785684750211236,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,粉体材料科学与工程,080409T,816,工学,材料类,专业,材料类,生效中
国民经济管理,1785684750101508,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,国民经济管理,020103T,818,经济学,经济学类,专业,经济学类,生效中
葡萄牙语,1785684750108692,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,葡萄牙语,50232,819,文学,外国语言文学类,专业,外国语言文学类,生效中
水族科学与技术,1785684750109716,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,水族科学与技术,090603T,821,农学,水产类,专业,水产类,生效中
匈牙利语,1785684750210132,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,匈牙利语,50237,825,文学,外国语言文学类,专业,外国语言文学类,生效中
无机非金属材料工程,1785684750212180,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,无机非金属材料工程,80406,826,工学,材料类,专业,材料类,生效中
化学,1785684750104628,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,化学,70301,829,理学,化学类,专业,化学类,生效中
印地语,1785684750108676,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,印地语,50213,833,文学,外国语言文学类,专业,外国语言文学类,生效中
草业科学,1785684750209172,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,草业科学,90701,836,农学,草学类,专业,草学类,生效中
地球物理学,1785684750108724,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,地球物理学,70801,838,理学,地球物理学类,专业,地球物理学类,生效中
广播电视编导,1785684750107700,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,广播电视编导,130305,840,艺术学,戏剧与影视学类,专业,戏剧与影视学类,生效中
保密管理,1785684750106644,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,保密管理,120106TK,841,管理学,管理科学与工程类,专业,管理科学与工程类,生效中
工程物理,1785684750100532,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,工程物理,82203,842,工学,核工程类,专业,核工程类,生效中
机械工程,1785684750100500,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,机械工程,80201,843,工学,机械类,专业,机械类,生效中
物流管理,1785684750109748,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,物流管理,120601,847,管理学,物流管理与工程类,专业,物流管理与工程类,生效中
护理学,1785684750102548,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,护理学,101101,851,医学,护理学类,专业,护理学类,生效中
汉语国际教育,1785684750102580,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,汉语国际教育,50103,859,文学,中国语言文学类,专业,中国语言文学类,生效中
生物医学工程,1785684750108708,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物医学工程,82601,863,工学,生物医学工程类,专业,生物医学工程类,生效中
遥感科学与技术,1785684750209140,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,遥感科学与技术,81202,866,工学,测绘类,专业,测绘类,生效中
建筑环境与能源应用工程,1785684750210164,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,建筑环境与能源应用工程,81002,869,工学,土木类,专业,土木类,生效中
材料物理,1785684750104580,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,材料物理,80402,871,工学,材料类,专业,材料类,生效中
农业机械化及其自动化,1785684750104596,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,农业机械化及其自动化,82302,872,工学,农业工程类,专业,农业工程类,生效中
葡萄与葡萄酒工程,1785684750210116,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,葡萄与葡萄酒工程,082706T,877,工学,食品科学与工程类,专业,食品科学与工程类,生效中
农艺教育,1785684750102532,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,农艺教育,090110T,878,农学,植物生产类,专业,植物生产类,生效中
数字出版,1785684750106660,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数字出版,050307T,879,文学,新闻传播学类,专业,新闻传播学类,生效中
功能材料,1785684750105604,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,功能材料,080412T,884,工学,材料类,专业,材料类,生效中
烟草,1785684750212196,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,烟草,090108T,886,农学,植物生产类,专业,植物生产类,生效中
统计学,1785684763410474,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,统计学,71201,888,理学,统计学类,专业,统计学类,生效中
电波传播与天线,1785684763409434,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电波传播与天线,080713T,892,工学,电子信息类,专业,电子信息类,生效中
国际政治,1785684763407370,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,国际政治,30202,894,法学,政治学类,专业,政治学类,生效中
工商管理,1785684763402298,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,工商管理,120201K,896,管理学,工商管理类,专业,工商管理类,生效中
生物技术,1785684763413514,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,生物技术,71002,899,理学,生物科学类,专业,生物科学类,生效中
地下水科学与工程,1785684763407402,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,地下水科学与工程,081404T,900,工学,地质类,专业,地质类,生效中
公共艺术,1785684750232756,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,公共艺术,130506,902,艺术学,设计学类,专业,设计学类,生效中
舞蹈学,1785684763411498,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,舞蹈学,130205,905,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
建筑学,1785684763404298,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,建筑学,82801,906,工学,建筑类,专业,建筑类,生效中
维医学,1785684763410442,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,维医学,100505K,908,医学,中医学类,专业,中医学类,生效中
拉丁语,1785684763405322,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,拉丁语,50260,909,文学,外国语言文学类,专业,外国语言文学类,生效中
城市管理,1785684763410458,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,城市管理,120405,912,管理学,公共管理类,专业,公共管理类,生效中
海洋工程与技术,1785684763409418,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,海洋工程与技术,081902T,917,工学,海洋工程类,专业,海洋工程类,生效中
保加利亚语,1785684763412522,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,保加利亚语,50227,921,文学,外国语言文学类,专业,外国语言文学类,生效中
航海技术,1785684763402250,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,航海技术,081803K,922,工学,交通运输类,专业,交通运输类,生效中
德语,1785684763408394,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,德语,50203,925,文学,外国语言文学类,专业,外国语言文学类,生效中
艺术史论,1785684763409466,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,艺术史论,130101,926,艺术学,艺术学理论类,专业,艺术学理论类,生效中
信息与计算科学,1785684763413546,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,信息与计算科学,70102,931,理学,数学类,专业,数学类,生效中
新能源科学与工程,1785684750235732,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,新能源科学与工程,080503T,934,工学,能源动力类,专业,能源动力类,生效中
环境设计,1785684763412538,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,环境设计,130503,935,艺术学,设计学类,专业,设计学类,生效中
翻译,1785684763403322,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,翻译,50261,938,文学,外国语言文学类,专业,外国语言文学类,生效中
犯罪学,1785684750233684,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,犯罪学,030611TK,939,法学,公安学类,专业,公安学类,生效中
作曲与作曲技术理论,1785684763408426,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,作曲与作曲技术理论,130203,941,艺术学,音乐与舞蹈学类,专业,音乐与舞蹈学类,生效中
信息对抗技术,1785684763401226,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,信息对抗技术,82107,942,工学,兵器类,专业,兵器类,生效中
电子封装技术,1785684750235716,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电子封装技术,080709T,943,工学,电子信息类,专业,电子信息类,生效中
动物药学,1785684763403290,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,动物药学,90402,945,农学,动物医学类,专业,动物医学类,生效中
教育学,1785684763401242,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,教育学,40101,946,教育学,教育学类,专业,教育学类,生效中
化学工程与工业生物工程,1785684750233716,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,化学工程与工业生物工程,081305T,949,工学,化工与制药类,专业,化工与制药类,生效中
电信工程及管理,1785684763404314,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电信工程及管理,080715T,950,工学,电子信息类,专业,电子信息类,生效中
政治学与行政学,1785684763408410,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,政治学与行政学,30201,951,法学,政治学类,专业,政治学类,生效中
电子商务及法律,1785684763404330,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电子商务及法律,120802T,953,管理学,电子商务类,专业,电子商务类,生效中
刑事科学技术,1785684763403306,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,刑事科学技术,083101K,956,工学,公安技术类,专业,公安技术类,生效中
乌克兰语,1785684763410490,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,乌克兰语,50247,957,文学,外国语言文学类,专业,外国语言文学类,生效中
数学与应用数学,1785684763403274,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数学与应用数学,70101,959,理学,数学类,专业,数学类,生效中
汉语言,1785684763405370,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,汉语言,50102,963,文学,中国语言文学类,专业,中国语言文学类,生效中
放射医学,1785684763413562,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,放射医学,100206TK,967,医学,临床医学类,专业,临床医学类,生效中
空间科学与技术,1785684763406378,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,空间科学与技术,70802,968,理学,地球物理学类,专业,地球物理学类,生效中
蒙药学,1785684763404346,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,蒙药学,100804T,969,医学,中药学类,专业,中药学类,生效中
飞行器设计与工程,1785684763412506,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,飞行器设计与工程,82002,970,工学,航空航天类,专业,航空航天类,生效中
标准化工程,1785684763406362,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,标准化工程,120702T,971,管理学,工业工程类,专业,工业工程类,生效中
给排水科学与工程,1785684763415562,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,给排水科学与工程,81003,972,工学,土木类,专业,土木类,生效中
电气工程及其自动化,1785684763406394,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,电气工程及其自动化,80601,973,工学,电气类,专业,电气类,生效中
壮医学,1785684763411514,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,壮医学,100506K,978,医学,中医学类,专业,中医学类,生效中
缅甸语,1785684750233700,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,缅甸语,50216,979,文学,外国语言文学类,专业,外国语言文学类,生效中
波兰语,1785684763408442,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,波兰语,50228,981,文学,外国语言文学类,专业,外国语言文学类,生效中
数字媒体艺术,1785684763401258,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,数字媒体艺术,130508,983,艺术学,设计学类,专业,设计学类,生效中
日语,1785684763409450,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,日语,50207,985,文学,外国语言文学类,专业,外国语言文学类,生效中
艺术设计学,1785684763401274,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,艺术设计学,130501,986,艺术学,设计学类,专业,设计学类,生效中
伦理学,1785684750232740,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,伦理学,010104T,987,哲学,哲学类,专业,哲学类,生效中
应用物理学,1785684763405354,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,应用物理学,70202,988,理学,物理学类,专业,物理学类,生效中
地理国情监测,1785684763420730,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,地理国情监测,081204T,989,工学,测绘类,专业,测绘类,生效中
眼视光学,1785684763534404,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,眼视光学,101004,990,医学,医学技术类,专业,医学技术类,生效中
林产化工,1785684763530292,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,林产化工,82403,992,工学,林业工程类,专业,林业工程类,生效中
考古学,1785684763422730,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,考古学,60103,995,历史学,历史学类,专业,历史学类,生效中
斯瓦希里语,1785684763426858,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,斯瓦希里语,50225,996,文学,外国语言文学类,专业,外国语言文学类,生效中
智能科学与技术,1785684763426874,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,智能科学与技术,080907T,997,工学,计算机类,专业,计算机类,生效中
野生动物与自然保护区管理,1785684763532372,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,野生动物与自然保护区管理,90202,1004,农学,自然保护与环境生态类,专业,自然保护与环境生态类,生效中
中药制药,1785684763425850,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中药制药,100805T,1010,医学,中药学类,专业,中药学类,生效中
辐射防护与核安全,1785684763533428,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,辐射防护与核安全,82202,1011,工学,核工程类,专业,核工程类,生效中
中药学,1785684763532404,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,中药学,100801,1013,医学,中药学类,专业,中药学类,生效中
瑞典语,1785684763420698,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,瑞典语,50233,1015,文学,外国语言文学类,专业,外国语言文学类,生效中
制药工程,1785684763419674,纪嘉澍,2023-12-19 14:44,纪嘉澍,2023-12-21 21:00,制药工程,81302,1023,工学,化工与制药类,专业,化工与制药类,生效中
